Name,200% Ult. Date in JP,200% Ultimate,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Kazan,19-Jun-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2053.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2039.png",Available in JP,,19-Jun-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19-Jun-25,Solistia,321,371,454,519,315,365,,,,Never,2826,3486,Domination,19-Jun-25,S,9.8,カザン,Scholar,Memoir Logs,Memoirs of Solistia,216,266,256,306,582,672,243,293,,"Fire, Tome, Wind"
Cassia,30-Jun-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2040.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2041.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2038.png",Available in JP,,30-Jun-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,30-Jun-25,Solistia,355,420,265,315,263,283,,,,Never,3022,3842,Domination,30-Jun-25,A,9.7,ケイシア,Hunter,Memoir Logs,Sacred Blaze Guidance,427,492,213,263,406,486,360,410,,"Bow, Dark, Light, Wind"
Aviette,17-Jul-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff%206.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2045.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Polearm%203.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2054.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning%205.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2041.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2042.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2039.png",Available in JP,,17-Jul-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,17-Jul-25,Orsterra,228,263,435,500,389,454,,,,Never,2762,3502,Fame,17-Jul-25,S+,9.9,アヴィーテ,Cleric,Memoir,Traveler of Memories,216,266,302,352,450,530,331,381,,"Dark, Fire, Ice, Light, Lightning, Staff, Wind"
Meena,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2043.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,4-Jan-24,Orsterra,203,,286,,244,,27-Jul-22,,,Yes,2226,,Fame,28-Oct-20,F+,9,ミーナ,Dancer,Clearbrook,Chance Encounters,192,,185,,333,,257,,,"Fan, Light"
Mabel,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2037.png",Available in GL,16-Jan-25,12-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,,29-Aug-24,Orsterra,205,,267,,247,,27-Jul-22,,,Yes,2210,,Power,28-Oct-20,F+,9,メイベル,Dancer,Sheperd's Rock,Chance Encounters,200,,196,,329,,249,,,"Fan, Lightning"
Iris,30-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2030.png",Available in GL,16-Jan-25,14-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,,15-Aug-24,Orsterra,205,,287,,252,,27-Jul-22,,,Yes,2206,,Fame,28-Oct-20,F,8,イリス,Dancer,Sunshade,Chance Encounters,205,,190,,324,,247,,,"Fan, Ice"
Fabio,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2042.png",Available in GL,16-Jan-25,9-Nov-23,⭐️⭐️⭐️⭐️,Available in GL,,1-Aug-24,Orsterra,210,,281,,247,,27-Jul-22,,,Yes,2216,,Wealth,28-Oct-20,F,8.5,ファビオ,Dancer,Rippletide,Chance Encounters,200,,205,,320,,242,,,"Fan, Wind"
Noelle,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2043.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,9-May-24,Orsterra,180,,284,,240,,27-Jul-22,,,Yes,2275,,Fame,28-Oct-20,F+,9,ノエル,Scholar,Valore,Chance Encounters,179,,207,,396,,223,,,"Tome, Wind"
Heinz,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2040.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,26-Sep-24,Orsterra,170,,269,,251,,27-Jul-22,,,Yes,2305,,Wealth,28-Oct-20,F,8.5,ハインツ,Scholar,Cragspear,Chance Encounters,183,,216,,384,,208,,,"Dark, Tome"
Laura,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2038.png",Available in GL,16-Jan-25,22-Nov-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,14-Mar-24,Orsterra,173,,271,,257,,27-Jul-22,,,Yes,2270,,Power,28-Oct-20,F+,9,ラウラ,Scholar,Theatropolis,Chance Encounters,187,,213,,392,,210,,,"Lightning, Tome"
Peredir,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2055.png",Available in GL,16-Jan-25,17-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,18-Jan-24,Orsterra,181,,277,,238,,27-Jul-22,,,Yes,2266,,Fame,28-Oct-20,F,8,ペレディール,Scholar,Valore,Chance Encounters,176,,225,,397,,213,,,"Fire, Ice, Tome"
Menno,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2044.png",Available in GL,16-Jan-25,22-Nov-23,⭐️⭐️⭐️⭐️,Available in GL,,18-Jul-24,Orsterra,213,,254,,290,,27-Jul-22,,,Yes,2226,,Fame,28-Oct-20,F,8.5,メノ,Cleric,Rippletide,Chance Encounters,212,,222,,276,,209,,,"Staff, Wind"
Cedric,20-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2056.png",Available in GL,16-Jan-25,9-Nov-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,22-Nov-23,Orsterra,218,,256,,287,,27-Jul-22,,,Yes,2232,,Power,28-Oct-20,F,8.5,セドリック,Cleric,Sunshade,Chance Encounters,217,,214,,280,,207,,,"Fire, Staff"
Ramona,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2031.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️⭐️,Available in GL,,4-Jul-24,Orsterra,211,,245,,292,,27-Jul-22,,,Yes,2212,,Power,28-Oct-20,F+,9,ラモーナ,Cleric,Clearbrook,Chance Encounters,216,,217,,292,,216,,,"Ice, Staff"
Madelaine,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2039.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,23-May-24,Orsterra,219,,260,,286,,27-Jul-22,,,Yes,2217,,Wealth,28-Oct-20,F,8,マドレーヌ,Cleric,Clearbrook,Chance Encounters,231,,212,,278,,211,,,"Lightning, Staff"
Camilla,30-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2057.png",Available in GL,16-Jan-25,26-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,31-Jan-24,Orsterra,283,,190,,228,,27-Jul-22,,,Yes,2392,,Wealth,28-Oct-20,F,8,カミラ,Hunter,Theatropolis,Chance Encounters,243,,186,,271,,238,,,"Bow, Fire"
Lucetta,20-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2032.png",Available in GL,16-Jan-25,20-Jul-23,⭐️⭐️⭐️⭐️,Available in GL,,25-Apr-24,Orsterra,292,,187,,208,,27-Jul-22,,,Yes,2355,,Power,28-Oct-20,C,9.4,ルーセッタ,Hunter,Valore,Chance Encounters,250,,170,,291,,259,,,"Bow, Ice"
Ashlan,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2041.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,26-Oct-23,Orsterra,272,,183,,213,,27-Jul-22,,,Yes,2405,,Fame,28-Oct-20,F,8.5,アシラン,Hunter,Sheperd's Rock,Chance Encounters,250,,167,,272,,267,,,"Bow, Dark"
Bertrand,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2040.png",Available in GL,16-Jan-25,12-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,,12-Sep-24,Orsterra,283,,207,,211,,27-Jul-22,,,Yes,2372,,Wealth,28-Oct-20,F,8.5,ベルトラン,Hunter,Cragspear,Chance Encounters,257,,168,,283,,240,,,"Bow, Lightning"
Rodion,6-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2042.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,11-Apr-24,Orsterra,171,,229,,168,,27-Jul-22,,,Yes,2505,,Fame,28-Oct-20,F,8,ロディオン,Apothecary,Emberglow,Chance Encounters,260,,270,,283,,209,,,"Axe, Dark"
Merrit,27-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2044.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,14-Feb-24,Orsterra,173,,245,,178,,27-Jul-22,,,Yes,2470,,Wealth,28-Oct-20,F,8.5,メレット,Apothecary,Sheperd's Rock,Chance Encounters,243,,275,,303,,211,,,"Axe, Light"
Rita,8-May-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2045.png",Available in GL,16-Jan-25,14-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,,29-Aug-24,Orsterra,159,,175,,160,,27-Jul-22,,,Yes,2283,,Power,28-Oct-20,F,8,リタ,Apothecary,Clearbrook,Chance Encounters,170,,197,,222,,170,,,"Axe, Wind"
Shelby,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2033.png",Available in GL,16-Jan-25,26-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,,29-Aug-24,Orsterra,178,,236,,183,,27-Jul-22,,,Yes,2480,,Wealth,28-Oct-20,F+,9,シェルビー,Apothecary,Emberglow,Chance Encounters,245,,280,,288,,216,,,"Axe, Ice"
Kurtz,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2046.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️⭐️,Available in GL,,25-Apr-24,Orsterra,240,,196,,200,,27-Jul-22,,,Yes,2272,,Wealth,28-Oct-20,F+,9,カルツ,Thief,Theatropolis,Chance Encounters,258,,223,,247,,296,,,"Dagger, Wind"
Aslyte,8-May-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2034.png",Available in GL,16-Jan-25,17-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,29-Feb-24,Orsterra,235,,216,,188,,27-Jul-22,,,Yes,2267,,Fame,28-Oct-20,F,8.5,アズライト,Thief,Cragspear,Chance Encounters,255,,207,,267,,305,,,"Dagger, Ice"
Cless,27-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2041.png",Available in GL,16-Jan-25,20-Jul-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,12-Oct-23,Orsterra,238,,189,,176,,27-Jul-22,,,Yes,2312,,Fame,28-Oct-20,F,8.5,クレス,Thief,Emberglow,Chance Encounters,273,,218,,248,,298,,,"Dagger, Lightning"
Wingate,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2043.png",Available in GL,16-Jan-25,26-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,,20-Jun-24,Orsterra,253,,208,,185,,27-Jul-22,,,Yes,2262,,Wealth,28-Oct-20,F,8.5,ウィンゲート,Thief,Theatropolis,Chance Encounters,260,,215,,252,,303,,,"Dagger, Dark"
Barrad,27-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2058.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,28-Mar-24,Orsterra,188,,220,,210,,27-Jul-22,,,Yes,2630,,Power,28-Oct-20,F,8.5,バラッド,Merchant,Rippletide,Chance Encounters,271,,238,,252,,170,,,"Fire, Polearm"
Pia,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2045.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,9-Nov-23,Orsterra,191,,215,,215,,27-Jul-22,,,Yes,2650,,Fame,28-Oct-20,F,8.5,ピア,Merchant,Sunshade,Chance Encounters,254,,238,,271,,178,,,"Light, Polearm"
Devin,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2047.png",Available in GL,16-Jan-25,28-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,11-Apr-24,Orsterra,203,,219,,218,,27-Jul-22,,,Yes,2620,,Wealth,28-Oct-20,F+,9,デヴィン,Merchant,Valore,Chance Encounters,246,,233,,256,,170,,,"Polearm, Wind"
Helga,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2035.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,26-Sep-24,Orsterra,176,,213,,229,,27-Jul-22,,,Yes,2662,,Power,28-Oct-20,F,8.5,ヘルガ,Merchant,Cragspear,Chance Encounters,257,,240,,247,,201,,,"Ice, Polearm"
Miles,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2046.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2046.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,21-Dec-23,Orsterra,231,,174,,211,,27-Jul-22,,,Yes,2490,,Power,28-Oct-20,F,8,マイルズ,Warrior,Emberglow,Chance Encounters,283,,257,,221,,209,,,"Light, Sword"
Tahir,6-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2047.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2059.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,23-May-24,Orsterra,217,,169,,199,,27-Jul-22,,,Yes,2504,,Fame,28-Oct-20,F,8,ターヒル,Warrior,Sunshade,Chance Encounters,281,,243,,212,,213,,,"Fire, Sword"
Trish,27-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2048.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2048.png",Available in GL,16-Jan-25,28-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,28-Mar-24,Orsterra,234,,207,,206,,27-Jul-22,,,Yes,2455,,Wealth,28-Oct-20,F,8,トリッシュ,Warrior,Rippletide,Chance Encounters,291,,238,,222,,217,,,"Sword, Wind"
Sigrid,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2049.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2042.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️⭐️,Available in GL,16-Jan-25,7-Dec-23,Orsterra,243,,182,,188,,27-Jul-22,,,Yes,2470,,Power,28-Oct-20,F+,9,ジークリット,Warrior,Sheperd's Rock,Chance Encounters,299,,235,,226,,231,,,"Lightning, Sword"
Cerna,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2044.png",Available in GL,16-Jan-25,26-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,,18-Jul-24,Orsterra,236,,208,,215,,30-Aug-23,,,Never,2581,,Wealth,28-Oct-20,F,8.5,チェルナ,Merchant,Donescu,Exchange Elite Fragments,271,,247,,249,,169,,,"Dark, Polearm"
Efrain,27-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2060.png",Available in GL,16-Jan-25,14-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,,15-Aug-24,Orsterra,223,,240,,247,,25-Oct-23,,,Never,2227,,Power,14-Jan-21,F,8.5,エフレン,Cleric,Sunshade,Exchange Elite Fragments,286,,207,,265,,211,,,"Fire, Staff"
Paula,27-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2045.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,6-Jun-24,Orsterra,215,,282,,237,,25-Oct-23,,,Never,2216,,Power,28-Jan-21,F+,9,ポーラ,Dancer,Victors Hollow,Exchange Elite Fragments,195,,195,,329,,252,,,"Dark, Fan"
Kenneth,20-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2036.png",Available in GL,16-Jan-25,9-Nov-23,⭐️⭐️⭐️⭐️,Available in GL,,20-Jun-24,Orsterra,171,,269,,248,,29-Nov-23,,,Never,2276,,Wealth,25-Dec-20,F+,9,ケネス,Scholar,Clearbrook,Exchange Elite Fragments,178,,216,,392,,223,,,"Ice, Tome"
Brigitte,19-Dec-24,Available in JP,Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2031.png,Available in GL,16-Jan-25,12-Oct-23,⭐️⭐️⭐️⭐️,Available in GL,,6-Jun-24,Orsterra,213,,265,,262,,29-Nov-23,,,Never,2212,,Wealth,8-Apr-21,F,8.5,ブリジット,Cleric,Cathedral of Thytos,Exchange Elite Fragments,206,,209,,280,,251,,,Staff
Durand,30-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2047.png",Available in GL,20-Mar-25,22-Nov-23,⭐️⭐️⭐️⭐️,Available in GL,,12-Sep-24,Orsterra,253,,196,,181,,13-Dec-23,,,Never,2267,,Fame,26-Nov-20,F+,9,デュラン,Thief,Rippletide,Exchange Elite Fragments,273,,215,,252,,298,,,"Dagger, Light"
Jorn,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2050.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2046.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️⭐️,Available in GL,,9-May-24,Orsterra,261,,158,,186,,13-Dec-23,,,Never,2467,,Wealth,25-Feb-21,F+,9,ヨルン,Warrior,Donescu,Exchange Elite Fragments,325,,238,,221,,215,,,"Dark, Sword"
Cornelia,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2043.png",Available in GL,16-Jan-25,28-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,,12-Sep-24,Orsterra,172,,236,,183,,17-Jan-24,,,Never,2470,,Power,11-Dec-20,F,8,コルネリア,Apothecary,Flamesgrace,Exchange Elite Fragments,240,,260,,303,,211,,,"Axe, Lightning"
Levan,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2038.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2048.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️⭐️,Available in GL,,26-Sep-24,Orsterra,171,,264,,263,,17-Jan-24,,,Never,2246,,Wealth,10-Feb-21,F,8.5,レヴァン,Scholar,Victors Hollow,Exchange Elite Fragments,178,,206,,371,,216,,,"Light, Tome"
Lolo,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2049.png",Available in GL,16-Jan-25,14-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,,29-Aug-24,Orsterra,280,,177,,196,,14-Feb-24,,,Never,2352,,Fame,25-Mar-21,F,8.5,ロロ,Hunter,Cathedral of Thytos,Exchange Elite Fragments,245,,176,,281,,270,,,"Bow, Light, Staff"
Narr,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2047.png",Available in GL,16-Jan-25,28-Sep-23,⭐️⭐️⭐️⭐️,Available in GL,,4-Jul-24,Orsterra,285,,190,,218,,14-Feb-24,,,Never,2372,,Wealth,12-Nov-21,F,8,ナール,Hunter,Valore,Exchange Elite Fragments,260,,176,,271,,245,,,"Bow, Dark"
Harry,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2061.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,21-Dec-23,Orsterra,170,,190,,175,,27-Jul-22,,,Yes,1676,,Wealth,28-Oct-20,H,7,ハリー,Dancer,Sunshade,Chance Encounters,145,,145,,220,,175,,,"Fan, Fire"
Evelyn,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2048.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️,Available in GL,,25-Apr-24,Orsterra,160,,195,,180,,27-Jul-22,,,Yes,1666,,Power,28-Oct-20,G,8,イヴリン,Dancer,Cragspear,Chance Encounters,140,,140,,225,,185,,,"Dark, Fan"
Manuel,6-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2049.png",Available in GL,16-Jan-25,17-Aug-23,⭐️⭐️⭐️,Available in GL,,20-Jun-24,Orsterra,160,,185,,170,,27-Jul-22,,,Yes,1706,,Fame,28-Oct-20,H,7.5,マヌエル,Dancer,Valore,Chance Encounters,150,,150,,215,,175,,,"Fan, Wind"
Dorrie,30-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2039.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2049.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,9-Nov-23,Orsterra,130,,190,,175,,27-Jul-22,,,Yes,1736,,Wealth,28-Oct-20,H,7.5,ドリー,Scholar,Theatropolis,Chance Encounters,130,,170,,256,,160,,,"Dark, Tome"
Julio,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2040.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2037.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️,Available in GL,,18-Jul-24,Orsterra,130,,185,,170,,27-Jul-22,,,Yes,1766,,Fame,28-Oct-20,H,7,フリオ,Scholar,Rippletide,Chance Encounters,135,,165,,251,,160,,,"Ice, Tome"
Eunice,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2041.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2050.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️,Available in GL,,4-Jul-24,Orsterra,130,,263,,240,,27-Jul-22,,,Yes,1726,,Power,28-Oct-20,G,8,ユニス,Scholar,Theatropolis,Chance Encounters,165,,215,,267,,160,,,"Light, Tome"
